@relation InstanceResultListener

@attribute Key_Dataset {'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100'}
@attribute Key_Run {1,2}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.FURIA,weka.classifiers.trees.RandomForest,weka.classifiers.trees.LMT,weka.classifiers.functions.Dl4jMlpClassifier,weka.classifiers.functions.Logistic,weka.classifiers.functions.NeuralNetwork,weka.classifiers.functions.MultilayerPerceptron,weka.classifiers.functions.SMO,weka.classifiers.lazy.IBk,weka.classifiers.misc.HyperPipes}
@attribute Key_Scheme_options {'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-I -1 -M 15 -W 0.0','-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT','-R 1.0E-8 -M -1 -num-decimal-places 4','-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',''}
@attribute Key_Scheme_version_ID {-6589312996832147161,1116839470751428698,-1113212459618104943,-6363254116597574265,3932117032546553727,2378254486583093360,-5990607817048210779,-6585883636378691736,-3080186098777067172,-7527596632268975274}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureKValue numeric
@attribute measurePureNodes numeric
@attribute measurePureTrainNodes numeric
@attribute measurePureTestNodes numeric
@attribute measureEstimatedMetricValue numeric

@data
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,1,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1023,2499,278,227,51,0,81.654676,18.345324,0,0.754905,0.150274,0.262114,40.111644,60.564131,555.375242,206.626024,348.749218,1.997753,0.743259,1.254494,380.453467,1.368538,19040.976596,0.813333,61,0.118227,24,0.881773,179,0.186667,14,0.717647,0.813333,0.7625,0.669641,0.932742,0.817825,0.816547,0.062891,0.937109,0.183453,0.822341,0.816547,0.817392,0.756791,0.95103,0.876873,0.81862,0.816547,10.198,0.038,0.460641,0.037378,460.641,37.378,86606,2078977,237768,97.841727,55.57554,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,2,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1023,2499,278,220,58,0,79.136691,20.863309,0,0.721409,0.155725,0.276426,41.560317,63.859688,555.587202,218.772502,336.8147,1.998515,0.786951,1.211564,370.372783,1.332276,18537.241555,0.783784,58,0.142157,29,0.857843,175,0.216216,16,0.666667,0.783784,0.720497,0.611557,0.90057,0.762691,0.791367,0.070867,0.929133,0.208633,0.803914,0.791367,0.794385,0.726515,0.945208,0.865142,0.795068,0.791367,7.488,0.036,0.215786,0.035635,215.786,35.635,86606,2078977,237768,98.920863,56.02518,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,3,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1023,2499,278,230,48,0,82.733813,17.266187,0,0.769581,0.135081,0.249559,36.050711,57.652888,555.587202,195.68292,359.904282,1.998515,0.703895,1.29462,399.939127,1.43863,20017.043783,0.756757,56,0.093137,19,0.906863,185,0.243243,18,0.746667,0.756757,0.751678,0.660802,0.927994,0.839824,0.827338,0.058653,0.941347,0.172662,0.827582,0.827338,0.827127,0.768892,0.959485,0.911796,0.828717,0.827338,12.24,0.032,0.353686,0.031404,353.686,31.404,86606,2078977,237768,97.122302,50.269784,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,4,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1024,2499,278,227,51,0,81.654676,18.345324,0,0.75474,0.14508,0.256367,38.7224,59.231137,555.480004,194.833027,360.646976,1.99813,0.700838,1.297291,388.924256,1.399008,19465.332478,0.84,63,0.128079,26,0.871921,177,0.16,12,0.707865,0.84,0.768293,0.677306,0.937931,0.843234,0.816547,0.063344,0.936656,0.183453,0.825065,0.816547,0.817711,0.758093,0.957351,0.900221,0.818529,0.816547,8.732,0.026,0.234668,0.025445,234.668,25.445,86606,2078977,237768,98.561151,53.507194,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,5,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1024,2499,278,225,53,0,80.935252,19.064748,0,0.745492,0.140266,0.265627,37.437628,61.370676,555.480004,208.121158,347.358845,1.99813,0.748637,1.249492,388.346726,1.396931,19436.42756,0.773333,58,0.093596,19,0.906404,184,0.226667,17,0.753247,0.773333,0.763158,0.674181,0.926305,0.841659,0.809353,0.06446,0.93554,0.190647,0.810031,0.809353,0.809057,0.745386,0.953191,0.892159,0.809652,0.809353,11.141,0.027,0.305293,0.026575,305.293,26.575,86606,2078977,237768,97.482014,51.348921,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,6,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1024,2499,278,216,62,0,77.697842,22.302158,0,0.702232,0.149243,0.275372,39.833611,63.622146,555.480004,212.411632,343.068372,1.99813,0.764071,1.234059,377.752951,1.358824,18906.218026,0.746667,56,0.123153,25,0.876847,178,0.253333,19,0.691358,0.746667,0.717949,0.609045,0.91665,0.782809,0.776978,0.075727,0.924273,0.223022,0.785663,0.776978,0.777527,0.705214,0.946975,0.863165,0.778753,0.776978,10.089,0.028,0.27894,0.027793,278.94,27.793,86606,2078977,237768,97.841727,50.899281,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,7,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1024,2499,278,230,48,0,82.733813,17.266187,0,0.769486,0.134973,0.252484,36.024856,58.334107,555.480004,190.190186,365.289817,1.99813,0.684137,1.313992,398.837946,1.434669,19961.504311,0.786667,59,0.118227,24,0.881773,179,0.213333,16,0.710843,0.786667,0.746835,0.648313,0.914877,0.803889,0.827338,0.059049,0.940951,0.172662,0.836285,0.827338,0.829431,0.772467,0.957888,0.894902,0.831141,0.827338,12.534,0.028,0.348212,0.026781,348.212,26.781,86606,2078977,237768,98.561151,51.258993,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,8,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1024,2500,277,218,59,0,78.700361,21.299639,0,0.715695,0.154006,0.271391,41.107916,62.707821,553.376553,211.73204,341.644513,1.997749,0.764376,1.233374,370.792886,1.338602,18557.481011,0.733333,55,0.108911,22,0.891089,180,0.266667,20,0.714286,0.733333,0.723684,0.619333,0.917096,0.79497,0.787004,0.071993,0.928007,0.212996,0.789388,0.787004,0.787648,0.716079,0.948541,0.875382,0.788705,0.787004,6.016,0.032,0.143167,0.032093,143.167,32.093,86606,2079806,236939,99.277978,55.866426,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,9,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1024,2500,277,225,52,0,81.227437,18.772563,0,0.749378,0.142628,0.26498,38.071272,61.227074,553.363447,212.061432,341.302015,1.997702,0.765565,1.232137,385.861955,1.393003,19311.605711,0.813333,61,0.094059,19,0.905941,183,0.186667,14,0.7625,0.813333,0.787097,0.705217,0.940792,0.866552,0.812274,0.063112,0.936888,0.187726,0.815872,0.812274,0.813264,0.750877,0.951442,0.892163,0.813158,0.812274,9.868,0.036,0.280911,0.035377,280.911,35.377,86606,2079806,236939,97.111913,51.534296,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,10,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1025,2500,277,227,50,0,81.949458,18.050542,0,0.759327,0.144857,0.258538,38.666326,59.738507,553.363447,184.622233,368.741214,1.997702,0.666506,1.331196,385.089786,1.390216,19272.960222,0.746667,56,0.089109,18,0.910891,184,0.253333,19,0.756757,0.746667,0.751678,0.660353,0.928515,0.8157,0.819495,0.060376,0.939624,0.180505,0.824841,0.819495,0.820359,0.760862,0.959279,0.891589,0.821798,0.819495,8.372,0.031,0.238106,0.030423,238.106,30.423,86606,2079806,236939,99.277978,53.068592,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,1,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1025,2499,278,228,50,0,82.014388,17.985612,0,0.759831,0.137869,0.254121,36.797934,58.712281,555.480004,197.336184,358.14382,1.99813,0.709842,1.288287,395.556746,1.422866,19797.282989,0.786667,59,0.118227,24,0.881773,179,0.213333,16,0.710843,0.786667,0.746835,0.648313,0.926962,0.835979,0.820144,0.061604,0.938396,0.179856,0.826245,0.820144,0.821685,0.761605,0.954304,0.901971,0.82339,0.820144,10.33,0.031,0.29218,0.030995,292.18,30.995,86606,2078977,237768,97.122302,51.888489,?,?,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,2,weka.classifiers.functions.NeuralNetwork,'-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0',2378254486583093360,20170922.1025,2499,278,222,56,0,79.856115,20.143885,0,0.731197,0.148592,0.265122,39.659896,61.25398,555.480004,207.33083,348.149174,1.99813,0.745794,1.252335,381.664292,1.372893,19101.977343,0.706667,53,0.08867,18,0.91133,185,0.293333,22,0.746479,0.706667,0.726027,0.629,0.913038,0.808173,0.798561,0.067881,0.932119,0.201439,0.796495,0.798561,0.796669,0.729714,0.950222,0.882684,0.797558,0.798561,7.04,0.031,0.18876,0.030927,188.76,30.927,86606,2078977,237768,98.561151,53.866906,?,?,?,?,?,?,?,?,?,?
